Dissolved_Oxygen,Temperature,pH,Plant_Type
4.2,19.3,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,17.3,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4.2,15.8,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
9.6,11,7,"Cool, Neutral Stream with High Oxygen"
10.9,10,7,"Cool, Neutral Stream with High Oxygen"
10.9,10,7,"Cool, Neutral Stream with High Oxygen"
3.6,10.5,7.6,"Temperate, Slightly Alkaline Lake with Low Oxygen"
10.8,12,6.8,"Cool, Neutral Stream with High Oxygen"
13.4,16,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10,12,6.8,"Cool, Neutral Stream with High Oxygen"
12.6,10,6.5,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
15,10,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
10,22,7,"Hot, Neutral Pond with High Oxygen"
9.4,15,7,"Cool, Neutral Stream with High Oxygen"
9,11,7,"Cool, Neutral Stream with High Oxygen"
11.4,10,6,"Temperate, Slightly Acidic Wetland with Very High Oxygen"
7,10,7.2,"Cold, Neutral River with Moderate Oxygen"
7,10,7.2,"Cold, Neutral River with Moderate Oxygen"
12,12.2,7.5,"Cool, Neutral Stream with High Oxygen"
11,13.3,7.5,"Cool, Neutral Stream with High Oxygen"
10,14,7.5,"Cool, Neutral Stream with High Oxygen"
12,12,7.5,"Cool, Neutral Stream with High Oxygen"
7,5.5,7.1,"Cold, Neutral River with Moderate Oxygen"
5,10.3,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
5,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
7.7,25,7,"Hot, Neutral Pond with High Oxygen"
7,24.2,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
7.3,23.3,7.2,"Hot, Neutral Pond with High Oxygen"
8,22.8,7.2,"Hot, Neutral Pond with High Oxygen"
9.2,14.2,7.3,"Cool, Neutral Stream with High Oxygen"
7,23,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
9.2,11,7.3,"Cool, Neutral Stream with High Oxygen"
7.3,23.3,7,"Hot, Neutral Pond with High Oxygen"
7.3,23.3,7,"Hot, Neutral Pond with High Oxygen"
9,20,7,"Hot, Neutral Pond with High Oxygen"
7.5,21,7.2,"Hot, Neutral Pond with High Oxygen"
7,23,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
7.5,20,7.2,"Hot, Neutral Pond with High Oxygen"
6.8,24.7,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
9.7,20.3,6.8,"Hot, Neutral Pond with High Oxygen"
9,26.7,7.2,"Hot, Neutral Pond with High Oxygen"
5.9,22.7,7,"Tropical, Neutral Lake with Moderate Oxygen"
9.3,11.3,7.3,"Cool, Neutral Stream with High Oxygen"
8,27.7,7,"Hot, Neutral Pond with High Oxygen"
7.7,30,7,"Hot, Neutral Pond with High Oxygen"
4,26.7,7.5,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.3,25.8,7.6,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.3,25.4,7.5,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
5,15,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
7,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
5,25,7.7,"Warm, Slightly Alkaline Lake with Low Oxygen"
6,22,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
6,26,6.8,"Tropical, Neutral Lake with Moderate Oxygen"
4,28,7.8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,6.8,"Tropical, Neutral Lake with Moderate Oxygen"
6,26,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
4,27,7.6,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,6.8,"Tropical, Neutral Lake with Moderate Oxygen"
6,29,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
4,26,6.8,"Tropical, Neutral Lake with Moderate Oxygen"
4,27,7.6,"Warm, Slightly Alkaline Lake with Low Oxygen"
6,22,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
6,26,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
5,26,6.5,"Tropical, Neutral Lake with Moderate Oxygen"
8,25,7.2,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
1,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
9,25,7,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
6,23,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
6,23,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,7,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
6,23,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
6,23,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
6,23,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
8,29,7,"Hot, Neutral Pond with High Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
5,28,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
5,28,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
5,28,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
7,27,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
6,23,7,"Tropical, Neutral Lake with Moderate Oxygen"
10,24,7.2,"Hot, Neutral Pond with High Oxygen"
8,25,7.2,"Hot, Neutral Pond with High Oxygen"
8,25,7.2,"Hot, Neutral Pond with High Oxygen"
10,23.7,7.2,"Hot, Neutral Pond with High Oxygen"
7,23.5,7.2,"Tropical, Neutral Lake with Moderate Oxygen"
6,27,6.5,"Tropical, Neutral Lake with Moderate Oxygen"
6,25,7,"Tropical, Neutral Lake with Moderate Oxygen"
8,26,7,"Hot, Neutral Pond with High Oxygen"
8,20,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,20,7,"Hot, Neutral Pond with High Oxygen"
8,20,7,"Hot, Neutral Pond with High Oxygen"
8,27,7,"Hot, Neutral Pond with High Oxygen"
7.4,20,7,"Hot, Neutral Pond with High Oxygen"
8,26,7,"Hot, Neutral Pond with High Oxygen"
8,27,7,"Hot, Neutral Pond with High Oxygen"
8,25,7.1,"Hot, Neutral Pond with High Oxygen"
7,26,7,"Tropical, Neutral Lake with Moderate Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,22,7,"Hot, Neutral Pond with High Oxygen"
8,20,7,"Hot, Neutral Pond with High Oxygen"
8,20,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,27,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,20,7,"Hot, Neutral Pond with High Oxygen"
8,22,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,26,7,"Hot, Neutral Pond with High Oxygen"
8,14,6.8,"Cool, Neutral Stream with High Oxygen"
8,22,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,10,6.8,"Cool, Neutral Stream with High Oxygen"
8,27,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,11,6.8,"Cool, Neutral Stream with High Oxygen"
8,12,6.8,"Cool, Neutral Stream with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
8,29,6.8,"Hot, Neutral Pond with High Oxygen"
8,21,6.8,"Hot, Neutral Pond with High Oxygen"
4,22,7,"Tropical, Neutral Lake with Moderate Oxygen"
8,28,7.2,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,26,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,26,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
8,25,7,"Hot, Neutral Pond with High Oxygen"
4,28,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,28,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,30,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,30,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,28,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,28,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
7,26,6.7,"Tropical, Neutral Lake with Moderate Oxygen"
4,25,7,"Tropical, Neutral Lake with Moderate Oxygen"
2,14,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,14,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,27,7,"Tropical, Neutral Lake with Moderate Oxygen"
2,12,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,27,7,"Tropical, Neutral Lake with Moderate Oxygen"
2,18,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,18,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,12,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,11,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,15,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,14,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,20,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,13,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
2,10,7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
4,27,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,26,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,27,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
3,25.9,7.6,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,23.8,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4,22.4,6.5,"Tropical, Neutral Lake with Moderate Oxygen"
4,22.2,7,"Tropical, Neutral Lake with Moderate Oxygen"
4,26.1,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25.5,6.2,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
4,27,6.6,"Tropical, Neutral Lake with Moderate Oxygen"
4,27,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
4,28,6.7,"Tropical, Neutral Lake with Moderate Oxygen"
4,23.8,6,"Warm, Slightly Acidic Pond with Low to Moderate Oxygen"
5.7,12.7,6,"Cool, Acidic River with Moderate Oxygen"
5,14.5,7.7,"Temperate, Slightly Alkaline Lake with Low Oxygen"
9.3,15,7.4,"Cool, Neutral Stream with High Oxygen"
11.4,10,7.4,"Cool, Neutral Stream with High Oxygen"
7.1,23,7,"Hot, Neutral Pond with High Oxygen"
9.7,13.5,7.5,"Cool, Neutral Stream with High Oxygen"
10.6,11.7,7.2,"Cool, Neutral Stream with High Oxygen"
10.2,13,7.4,"Cool, Neutral Stream with High Oxygen"
6.8,28,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
10.2,12,7.4,"Cool, Neutral Stream with High Oxygen"
8.2,10,7.3,"Cool, Neutral Stream with High Oxygen"
8.5,10,7.4,"Cool, Neutral Stream with High Oxygen"
4.6,22,7.5,"Tropical, Neutral Lake with Moderate Oxygen"
6,27,6.9,"Tropical, Neutral Lake with Moderate Oxygen"
4,30,7.8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4,25,8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.8,30,7.8,"Warm, Slightly Alkaline Lake with Low Oxygen"
4.8,27.5,7.9,"Warm, Slightly Alkaline Lake with Low Oxygen"
5.4,23,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
5,30,7.3,"Tropical, Neutral Lake with Moderate Oxygen"
5,27,7.4,"Tropical, Neutral Lake with Moderate Oxygen"
8,27.7,7,"Hot, Neutral Pond with High Oxygen"
8,27.7,7,"Hot, Neutral Pond with High Oxygen"
6.5,13.3,6,"Cool, Acidic River with Moderate Oxygen"
